pm2.5,pm10,so2,no2,co,dewp,wspm,label
7.0,14.0,19.0,24.0,400.0,-17.3,1.5,0.0
10.0,20.0,26.0,24.0,500.0,-16.8,1.9,1.0
15.0,30.0,31.0,28.0,600.0,-17.8,4.8,1.0
9.0,19.0,26.0,14.0,500.0,-17.8,2.9,0.0
8.0,19.0,21.0,16.0,500.0,-18.4,3.6,0.0
8.0,19.0,12.0,16.0,400.0,-17.9,4.3,0.0
13.0,18.0,15.0,15.0,500.0,-18.0,3.1,1.0
11.0,37.0,14.0,11.0,500.0,-17.3,3.3,1.0
10.0,68.0,12.0,9.0,400.0,-16.6,5.3,1.0
8.0,64.0,9.0,15.0,400.0,-15.3,4.6,1.0
10.0,217.0,3.0,9.0,300.0,-16.7,5.4,2.0
5.0,134.0,4.0,10.0,300.0,-15.7,3.7,1.0
11.0,81.0,4.0,10.0,300.0,-15.2,3.9,1.0
7.0,41.0,6.0,10.0,300.0,-15.1,3.8,0.0
5.0,33.0,5.0,10.0,300.0,-15.5,3.4,0.0
6.0,18.0,6.0,11.0,300.0,-15.1,2.4,0.0
8.0,13.0,6.0,11.0,400.0,-14.7,2.8,0.0
8.0,10.0,6.0,10.0,300.0,-14.7,1.7,0.0
7.0,14.0,7.0,17.0,400.0,-15.2,2.0,0.0
8.0,11.0,7.0,17.0,400.0,-15.2,1.7,0.0
7.0,8.0,7.0,12.0,300.0,-13.9,0.7,0.0
7.0,13.0,14.0,15.0,400.0,-13.9,1.3,0.0
7.0,16.0,26.0,19.0,500.0,-14.6,1.4,0.0
9.0,20.0,36.0,28.0,600.0,-14.9,0.3,0.0
12.0,25.0,34.0,39.0,600.0,-11.6,0.6,1.0
16.0,34.0,34.0,52.0,800.0,-12.9,0.2,1.0
14.0,28.0,22.0,45.0,700.0,-15.2,1.4,1.0
12.0,21.0,17.0,29.0,600.0,-15.9,1.7,1.0
12.0,14.0,11.0,23.0,600.0,-15.0,1.6,1.0
13.0,13.0,10.0,18.0,500.0,-14.7,1.7,1.0
19.0,22.0,13.0,33.0,700.0,-15.3,1.1,1.0
22.0,28.0,14.0,34.0,700.0,-15.1,2.2,1.0
27.0,39.0,18.0,41.0,800.0,-15.1,2.7,1.0
31.0,44.0,19.0,48.0,800.0,-15.3,2.3,1.0
38.0,56.0,23.0,82.0,1000.0,-15.3,2.1,2.0
41.0,71.0,24.0,88.0,1100.0,-15.2,1.7,2.0
51.0,82.0,24.0,101.0,1200.0,-15.2,2.1,2.0
55.0,88.0,24.0,106.0,1300.0,-14.7,1.4,2.0
57.0,86.0,28.0,100.0,1200.0,-13.3,1.3,3.0
58.0,78.0,30.0,93.0,1200.0,-10.3,0.8,3.0
52.0,72.0,24.0,100.0,1200.0,-12.0,0.5,2.0
50.0,69.0,23.0,107.0,1400.0,-10.6,0.6,2.0
51.0,71.0,21.0,105.0,1500.0,-11.8,0.6,2.0
51.0,65.0,24.0,101.0,1500.0,-11.1,0.7,2.0
57.0,79.0,20.0,100.0,1800.0,-11.5,0.4,3.0
68.0,106.0,24.0,108.0,2500.0,-10.4,0.9,3.0
78.0,117.0,31.0,117.0,3100.0,-11.0,0.6,3.0
79.0,111.0,34.0,109.0,3100.0,-11.2,0.2,3.0
70.0,88.0,28.0,96.0,2600.0,-11.2,0.1,3.0
61.0,90.0,29.0,102.0,2700.0,-8.5,1.4,3.0
46.0,65.0,43.0,92.0,2100.0,-13.4,2.3,2.0
46.0,65.0,43.0,92.0,2100.0,-13.3,1.8,2.0
46.0,65.0,43.0,92.0,2100.0,-14.3,1.6,2.0
35.0,37.0,31.0,34.0,900.0,-14.0,1.6,1.0
36.0,36.0,29.0,41.0,1000.0,-14.0,1.0,2.0
33.0,37.0,25.0,57.0,1100.0,-14.0,2.0,1.0
48.0,58.0,29.0,89.0,1600.0,-14.3,2.8,2.0
97.0,124.0,37.0,102.0,1900.0,-14.5,2.7,3.0
84.0,111.0,33.0,90.0,1500.0,-14.5,1.9,3.0
81.0,102.0,35.0,98.0,1500.0,-13.9,2.1,3.0
86.0,106.0,44.0,111.0,1600.0,-12.5,0.0,3.0
85.0,109.0,44.0,113.0,1600.0,-11.4,1.1,3.0
93.0,127.0,48.0,118.0,2200.0,-10.6,0.3,3.0
94.0,123.0,43.0,116.0,2500.0,-10.6,1.1,3.0
78.0,108.0,57.0,107.0,2300.0,-13.3,1.6,3.0
34.0,69.0,31.0,60.0,1000.0,-13.6,4.5,1.0
14.0,42.0,25.0,34.0,600.0,-13.8,2.4,1.0
4.0,37.0,6.0,12.0,300.0,-13.8,1.6,0.0
3.0,5.0,5.0,8.0,300.0,-14.2,2.4,1.0
4.0,32.0,5.0,5.0,300.0,-16.7,5.2,1.0
6.0,23.0,6.0,10.0,300.0,-15.2,3.7,0.0
8.0,27.0,22.0,32.0,500.0,-16.0,3.1,0.0
13.0,27.0,28.0,29.0,500.0,-17.0,4.2,1.0
11.0,26.0,24.0,26.0,500.0,-16.5,2.8,1.0
12.0,37.0,44.0,29.0,600.0,-16.5,3.1,1.0
11.0,34.0,32.0,24.0,600.0,-18.1,4.5,1.0
15.0,23.0,19.0,21.0,600.0,-18.7,2.8,1.0
8.0,11.0,14.0,16.0,500.0,-20.4,1.9,0.0
11.0,23.0,8.0,14.0,500.0,-22.8,2.2,1.0
11.0,34.0,8.0,20.0,400.0,-16.9,3.1,1.0
6.0,26.0,6.0,15.0,400.0,-24.7,2.8,0.0
3.0,34.0,3.0,7.0,300.0,-25.8,2.9,0.0
5.0,33.0,5.0,9.0,300.0,-27.3,3.1,0.0
8.0,53.0,5.0,9.0,300.0,-26.1,2.5,0.0
6.0,37.0,5.0,11.0,300.0,-26.0,3.5,0.0
5.0,43.0,6.0,11.0,300.0,-25.3,2.5,0.0
8.0,34.0,7.0,11.0,300.0,-25.5,2.8,0.0
3.0,31.0,5.0,8.0,300.0,-26.2,2.0,0.0
3.0,16.0,5.0,6.0,300.0,-25.7,2.4,0.0
4.0,12.0,5.0,9.0,400.0,-25.7,1.4,0.0
6.0,11.0,5.0,15.0,300.0,-25.4,0.9,0.0
6.0,11.0,6.0,20.0,300.0,-24.2,1.5,0.0
6.0,11.0,4.0,18.0,400.0,-24.9,1.7,0.0
6.0,7.0,3.0,14.0,300.0,-24.7,1.3,0.0
6.0,10.0,7.0,16.0,400.0,-25.7,3.2,0.0
8.0,15.0,19.0,24.0,400.0,-25.2,1.5,0.0
8.0,19.0,37.0,22.0,500.0,-25.7,1.7,0.0
8.0,20.0,36.0,22.0,500.0,-25.1,2.7,0.0
12.0,21.0,35.0,18.0,600.0,-25.3,3.7,1.0
12.0,19.0,22.0,12.0,400.0,-26.0,2.6,1.0
7.0,10.0,14.0,11.0,400.0,-26.3,1.0,0.0
10.0,10.0,12.0,9.0,400.0,-26.3,1.6,1.0
12.0,12.0,12.0,16.0,400.0,-26.5,1.1,1.0
14.0,14.0,12.0,24.0,500.0,-26.9,2.4,1.0
15.0,17.0,10.0,30.0,500.0,-26.5,2.1,1.0
24.0,37.0,15.0,33.0,600.0,-25.3,3.5,1.0
33.0,59.0,23.0,44.0,700.0,-24.4,2.3,1.0
43.0,72.0,22.0,42.0,800.0,-23.7,2.4,2.0
54.0,89.0,32.0,56.0,900.0,-22.4,2.0,2.0
60.0,98.0,29.0,51.0,900.0,-22.0,1.6,3.0
68.0,102.0,34.0,61.0,1100.0,-21.2,1.2,3.0
76.0,112.0,42.0,68.0,1200.0,-17.4,0.0,3.0
89.0,130.0,50.0,78.0,1300.0,-20.5,0.5,3.0
104.0,135.0,54.0,84.0,1700.0,-20.8,0.5,3.0
112.0,144.0,59.0,87.0,2200.0,-21.8,1.2,3.0
94.0,121.0,64.0,89.0,2700.0,-21.8,1.0,3.0
79.0,100.0,52.0,81.0,2100.0,-22.9,1.3,3.0
84.0,109.0,50.0,79.0,2200.0,-21.7,0.8,3.0
89.0,114.0,63.0,79.0,2300.0,-21.8,1.1,3.0
81.0,100.0,50.0,75.0,2000.0,-21.1,1.0,3.0
61.0,77.0,41.0,71.0,1500.0,-21.0,1.0,3.0
61.0,81.0,38.0,71.0,1700.0,-21.6,0.8,3.0
65.0,86.0,40.0,60.0,1600.0,-21.2,1.8,3.0
70.0,90.0,34.0,60.0,1500.0,-21.4,2.0,3.0
75.0,89.0,45.0,60.0,1500.0,-22.0,1.2,3.0
75.0,80.0,50.0,60.0,1400.0,-20.6,1.2,3.0
75.0,76.0,50.0,74.0,1400.0,-21.2,0.8,3.0
76.0,79.0,42.0,84.0,1500.0,-20.6,2.3,3.0
83.0,98.0,41.0,100.0,1700.0,-20.4,3.6,3.0
125.0,159.0,49.0,117.0,2100.0,-19.6,3.4,3.0
122.0,149.0,42.0,106.0,1800.0,-19.6,3.1,3.0
131.0,165.0,53.0,121.0,1900.0,-19.1,2.8,4.0
150.0,194.0,56.0,114.0,2000.0,-16.4,1.3,4.0
164.0,206.0,58.0,114.0,2200.0,-13.8,0.9,4.0
165.0,196.0,56.0,126.0,2400.0,-12.7,0.5,4.0
153.0,181.0,49.0,122.0,2600.0,-16.6,1.6,4.0
169.0,210.0,102.0,139.0,4000.0,-16.8,1.2,4.0
193.0,238.0,112.0,132.0,4600.0,-17.3,1.7,4.0
173.0,196.0,86.0,117.0,3700.0,-17.2,0.7,4.0
126.0,143.0,66.0,100.0,2700.0,-15.0,0.5,4.0
128.0,129.0,57.0,95.0,2600.0,-16.2,0.2,4.0
106.0,113.0,48.0,95.0,2400.0,-15.3,0.6,3.0
117.0,124.0,51.0,98.0,2500.0,-15.5,0.7,3.0
124.0,142.0,59.0,105.0,2900.0,-15.0,0.3,3.0
115.0,134.0,49.0,103.0,2800.0,-13.8,0.5,3.0
115.0,143.0,41.0,104.0,3000.0,-13.8,0.8,3.0
107.0,131.0,42.0,110.0,3100.0,-15.7,1.1,3.0
104.0,131.0,42.0,120.0,3100.0,-15.3,1.7,3.0
104.0,91.0,42.0,104.0,2100.0,-15.6,1.3,3.0
104.0,91.0,41.0,93.0,1700.0,-18.4,1.9,3.0
56.0,178.0,38.0,119.0,2200.0,-16.2,2.0,3.0
77.0,130.0,35.0,79.0,1300.0,-16.6,2.7,3.0
81.0,128.0,35.0,68.0,1200.0,-17.6,1.3,3.0
75.0,122.0,32.0,70.0,1300.0,-17.4,2.3,3.0
92.0,146.0,41.0,98.0,1500.0,-15.6,1.3,3.0
144.0,208.0,48.0,121.0,2100.0,-14.3,1.8,4.0
167.0,234.0,50.0,132.0,2400.0,-14.3,2.0,4.0
164.0,215.0,47.0,131.0,2300.0,-12.6,0.8,4.0
141.0,185.0,46.0,126.0,2600.0,-13.1,0.0,4.0
118.0,157.0,48.0,116.0,2400.0,-13.9,1.1,3.0
108.0,128.0,49.0,104.0,2200.0,-12.9,1.3,3.0
49.0,76.0,29.0,55.0,1100.0,-14.7,1.5,2.0
42.0,76.0,29.0,61.0,1100.0,-13.3,1.3,2.0
90.0,144.0,48.0,90.0,2400.0,-13.8,1.6,3.0
168.0,245.0,88.0,110.0,4400.0,-12.6,1.7,4.0
160.0,223.0,89.0,109.0,4400.0,-12.1,0.9,4.0
76.0,103.0,43.0,77.0,2100.0,-13.6,0.8,3.0
36.0,55.0,24.0,62.0,1100.0,-13.9,1.1,2.0
22.0,42.0,16.0,60.0,900.0,-11.8,0.8,1.0
21.0,46.0,24.0,58.0,900.0,-14.2,0.9,1.0
31.0,58.0,20.0,51.0,1000.0,-15.9,1.6,1.0
28.0,51.0,15.0,27.0,700.0,-16.6,2.2,1.0
32.0,50.0,20.0,22.0,600.0,-16.4,2.1,1.0
26.0,42.0,28.0,21.0,700.0,-17.1,3.7,1.0
21.0,39.0,22.0,16.0,600.0,-17.2,3.0,1.0
16.0,36.0,13.0,12.0,600.0,-16.4,1.9,1.0
13.0,36.0,9.0,10.0,600.0,-17.4,2.4,1.0
15.0,38.0,9.0,12.0,400.0,-17.2,2.4,1.0
17.0,46.0,11.0,23.0,500.0,-15.8,1.4,1.0
17.0,46.0,14.0,35.0,600.0,-17.2,2.0,1.0
8.0,33.0,4.0,27.0,500.0,-16.2,0.7,0.0
12.0,39.0,4.0,19.0,500.0,-16.2,3.5,1.0
10.0,35.0,3.0,13.0,400.0,-15.3,1.8,1.0
9.0,26.0,3.0,14.0,400.0,-15.2,1.3,0.0
10.0,21.0,3.0,11.0,400.0,-13.8,1.9,1.0
11.0,20.0,4.0,12.0,400.0,-13.1,1.0,1.0
6.0,16.0,3.0,18.0,400.0,-13.5,1.2,0.0
18.0,28.0,8.0,36.0,600.0,-12.6,0.8,1.0
14.0,23.0,7.0,34.0,500.0,-12.7,0.6,1.0
17.0,25.0,11.0,44.0,500.0,-11.6,0.8,1.0
17.0,24.0,14.0,52.0,600.0,-13.2,1.0,1.0
15.0,29.0,10.0,53.0,700.0,-11.4,0.7,1.0
17.0,33.0,14.0,62.0,700.0,-11.2,0.9,1.0
17.0,33.0,14.0,62.0,700.0,-12.6,0.9,1.0
25.0,40.0,14.0,28.0,700.0,-13.8,2.7,1.0
23.0,36.0,12.0,45.0,700.0,-13.4,1.5,1.0
21.0,27.0,8.0,34.0,600.0,-13.6,1.0,1.0
22.0,28.0,9.0,34.0,600.0,-13.9,3.6,1.0
26.0,32.0,11.0,44.0,700.0,-14.2,2.5,1.0
31.0,41.0,14.0,48.0,800.0,-14.3,2.8,1.0
35.0,44.0,15.0,48.0,800.0,-14.5,2.4,1.0
29.0,42.0,11.0,40.0,600.0,-14.7,3.0,1.0
24.0,40.0,9.0,35.0,600.0,-14.5,2.8,1.0
38.0,62.0,14.0,38.0,700.0,-13.9,2.4,2.0
47.0,74.0,17.0,52.0,800.0,-14.3,2.8,2.0
63.0,92.0,20.0,57.0,1100.0,-13.8,2.1,3.0
69.0,97.0,24.0,54.0,1200.0,-12.1,1.2,3.0
89.0,93.0,23.0,44.0,1200.0,-10.6,0.6,3.0
85.0,112.0,29.0,75.0,1600.0,-10.6,0.7,3.0
86.0,106.0,26.0,75.0,1500.0,-13.2,0.2,3.0
86.0,114.0,27.0,82.0,1900.0,-10.1,1.4,3.0
105.0,141.0,37.0,85.0,2600.0,-10.3,1.3,3.0
97.0,128.0,30.0,79.0,2500.0,-9.0,1.4,3.0
85.0,105.0,27.0,78.0,2400.0,-8.5,1.7,3.0
85.0,106.0,27.0,77.0,2400.0,-10.6,1.2,3.0
84.0,111.0,28.0,80.0,2400.0,-10.2,1.3,3.0
92.0,123.0,43.0,79.0,2300.0,-9.8,1.1,3.0
85.0,109.0,40.0,75.0,2100.0,-8.5,1.4,3.0
83.0,102.0,43.0,63.0,1800.0,-8.2,0.8,3.0
89.0,106.0,39.0,68.0,1800.0,-9.6,1.1,3.0
94.0,109.0,39.0,81.0,2000.0,-9.6,1.4,3.0
111.0,119.0,37.0,93.0,2100.0,-10.3,2.3,3.0
113.0,118.0,30.0,103.0,2100.0,-9.5,2.3,3.0
115.0,123.0,33.0,98.0,2000.0,-11.9,2.5,3.0
120.0,132.0,31.0,97.0,1900.0,-12.5,2.8,3.0
114.0,134.0,29.0,73.0,1600.0,-11.4,2.2,3.0
126.0,157.0,31.0,72.0,1600.0,-12.0,1.0,4.0
155.0,189.0,30.0,104.0,2000.0,-9.3,0.6,4.0
178.0,212.0,31.0,127.0,2400.0,-8.0,0.0,4.0
192.0,230.0,36.0,151.0,2700.0,-9.1,1.0,4.0
186.0,216.0,68.0,150.0,3600.0,-9.0,1.2,4.0
212.0,244.0,79.0,146.0,4000.0,-9.6,1.8,4.0
232.0,256.0,84.0,143.0,4200.0,-9.3,1.4,5.0
237.0,257.0,81.0,135.0,4100.0,-9.5,1.3,5.0
223.0,231.0,72.0,129.0,3700.0,-8.9,1.2,4.0
216.0,221.0,65.0,131.0,3700.0,-9.2,1.8,4.0
168.0,168.0,62.0,131.0,3400.0,-9.9,1.3,4.0
168.0,168.0,59.0,124.0,3600.0,-9.2,1.2,4.0
171.0,179.0,57.0,121.0,3700.0,-9.1,1.1,4.0
178.0,186.0,49.0,116.0,3800.0,-9.8,0.7,4.0
180.0,195.0,53.0,113.0,3800.0,-9.1,0.7,4.0
186.0,201.0,58.0,101.0,3300.0,-9.9,1.3,4.0
188.0,209.0,68.0,96.0,2800.0,-10.0,2.4,4.0
196.0,221.0,64.0,92.0,2800.0,-10.0,1.6,4.0
216.0,236.0,62.0,96.0,2900.0,-10.7,1.9,4.0
223.0,245.0,64.0,103.0,2800.0,-10.0,1.1,4.0
233.0,253.0,67.0,128.0,2800.0,-10.2,1.7,5.0
240.0,257.0,66.0,130.0,2900.0,-9.9,1.0,5.0
238.0,251.0,66.0,127.0,2700.0,-10.5,1.0,5.0
244.0,263.0,63.0,129.0,2700.0,-10.2,1.5,5.0
256.0,289.0,66.0,135.0,3000.0,-9.1,0.9,5.0
272.0,308.0,72.0,154.0,3200.0,-8.4,0.7,5.0
270.0,300.0,64.0,162.0,3300.0,-7.6,1.1,5.0
275.0,308.0,52.0,167.0,3700.0,-7.0,1.5,5.0
290.0,326.0,48.0,163.0,4100.0,-9.3,0.7,5.0
322.0,356.0,66.0,167.0,4500.0,-8.1,1.1,5.0
349.0,376.0,90.0,168.0,5200.0,-8.2,1.1,5.0
351.0,372.0,106.0,163.0,5400.0,-8.2,0.4,5.0
316.0,335.0,103.0,158.0,4800.0,-7.8,0.7,5.0
301.0,319.0,82.0,151.0,5100.0,-7.8,1.3,5.0
290.0,298.0,69.0,143.0,5300.0,-7.7,0.2,5.0
276.0,281.0,62.0,135.0,5000.0,-7.1,0.0,5.0
261.0,262.0,58.0,130.0,4500.0,-6.4,0.9,5.0
255.0,255.0,47.0,122.0,4400.0,-7.6,0.4,5.0
268.0,297.0,55.0,130.0,4900.0,-5.8,0.6,5.0
269.0,284.0,76.0,127.0,5000.0,-5.7,1.1,5.0
279.0,298.0,86.0,130.0,5200.0,-7.2,0.9,5.0
269.0,321.0,106.0,122.0,4600.0,-6.6,0.7,5.0
276.0,316.0,104.0,131.0,4800.0,-6.9,0.5,5.0
266.0,288.0,95.0,129.0,4400.0,-6.2,0.7,5.0
269.0,300.0,97.0,139.0,4700.0,-7.1,1.8,5.0
302.0,344.0,95.0,168.0,5600.0,-7.1,1.6,5.0
292.0,366.0,106.0,163.0,5700.0,-7.1,3.1,5.0
277.0,357.0,110.0,152.0,5500.0,-7.6,1.8,5.0
265.0,309.0,102.0,143.0,5000.0,-8.0,2.4,5.0
262.0,309.0,97.0,140.0,5000.0,-8.3,1.5,5.0
201.0,234.0,88.0,112.0,4000.0,-9.2,2.2,4.0
178.0,210.0,79.0,106.0,3400.0,-9.1,1.3,4.0
156.0,170.0,75.0,106.0,3100.0,-9.1,1.0,4.0
163.0,175.0,72.0,106.0,3300.0,-8.2,0.9,4.0
168.0,186.0,74.0,100.0,3800.0,-8.2,1.2,4.0
172.0,194.0,75.0,95.0,3900.0,-8.0,0.6,4.0
189.0,214.0,71.0,91.0,4100.0,-7.1,1.1,4.0
214.0,238.0,79.0,87.0,3800.0,-7.9,1.5,4.0
232.0,252.0,84.0,86.0,3700.0,-7.1,0.7,5.0
233.0,252.0,74.0,84.0,3800.0,-7.7,0.6,5.0
239.0,251.0,67.0,88.0,4900.0,-7.2,1.7,5.0
241.0,261.0,67.0,94.0,5600.0,-7.4,0.7,5.0
249.0,273.0,66.0,104.0,6100.0,-5.7,0.4,5.0
250.0,278.0,87.0,111.0,5900.0,-5.0,0.7,5.0
121.0,149.0,53.0,71.0,2500.0,-13.3,2.1,3.0
62.0,140.0,30.0,42.0,1300.0,-15.5,4.6,3.0
31.0,216.0,12.0,14.0,600.0,-13.9,3.9,2.0
17.0,96.0,16.0,9.0,500.0,-13.9,3.5,1.0
17.0,87.0,9.0,8.0,400.0,-13.2,3.0,1.0
12.0,60.0,4.0,7.0,300.0,-12.4,4.5,1.0
14.0,30.0,3.0,8.0,300.0,-13.1,4.7,1.0
12.0,31.0,2.0,9.0,300.0,-13.2,2.1,1.0
12.0,36.0,4.0,16.0,300.0,-13.4,1.7,1.0
12.0,46.0,5.0,28.0,400.0,-11.9,1.9,1.0
17.0,50.0,7.0,37.0,400.0,-11.6,0.8,1.0
19.0,58.0,8.0,36.0,500.0,-12.0,1.6,1.0
19.0,56.0,9.0,48.0,700.0,-11.6,1.5,1.0
24.0,62.0,12.0,72.0,800.0,-10.9,1.9,1.0
30.0,64.0,20.0,69.0,800.0,-10.5,1.0,1.0
22.0,38.0,14.0,27.0,500.0,-9.6,1.4,1.0
18.0,24.0,13.0,16.0,500.0,-10.5,1.1,1.0
19.0,24.0,9.0,13.0,500.0,-10.8,1.0,1.0
15.0,21.0,11.0,19.0,500.0,-10.5,1.6,1.0
14.0,25.0,11.0,15.0,500.0,-10.5,1.2,1.0
13.0,28.0,6.0,13.0,400.0,-11.1,1.5,1.0
13.0,35.0,8.0,23.0,500.0,-11.1,1.9,1.0
14.0,41.0,8.0,36.0,500.0,-10.9,1.6,1.0
18.0,48.0,10.0,34.0,600.0,-11.6,3.2,1.0
23.0,61.0,13.0,28.0,500.0,-12.5,3.9,1.0
18.0,58.0,8.0,12.0,400.0,-11.7,3.4,1.0
17.0,49.0,8.0,12.0,400.0,-11.9,2.2,1.0
16.0,38.0,6.0,9.0,300.0,-11.6,1.8,1.0
14.0,31.0,6.0,6.0,300.0,-12.0,1.9,1.0
17.0,32.0,8.0,6.0,300.0,-11.8,1.3,1.0
16.0,34.0,11.0,9.0,400.0,-11.8,1.9,1.0
20.0,36.0,11.0,16.0,400.0,-12.0,1.2,1.0
16.0,28.0,7.0,27.0,400.0,-11.4,1.5,1.0
14.0,26.0,5.0,48.0,500.0,-11.2,0.0,1.0
27.0,27.0,6.0,72.0,600.0,-11.4,0.5,1.0
19.0,33.0,5.0,76.0,700.0,-8.7,0.2,1.0
21.0,37.0,13.0,90.0,900.0,-7.3,0.7,1.0
46.0,63.0,32.0,94.0,1700.0,-9.6,1.0,2.0
63.0,101.0,30.0,91.0,1900.0,-9.4,0.6,3.0
78.0,103.0,31.0,90.0,1900.0,-8.3,0.1,3.0
50.0,58.0,28.0,82.0,1700.0,-9.0,0.8,2.0
42.0,44.0,25.0,78.0,1400.0,-11.8,1.3,2.0
33.0,33.0,22.0,59.0,1300.0,-12.1,1.5,1.0
29.0,29.0,20.0,37.0,1000.0,-11.8,1.2,1.0
15.0,15.0,10.0,17.0,600.0,-12.3,0.9,1.0
12.0,15.0,14.0,26.0,500.0,-11.4,1.8,1.0
16.0,20.0,15.0,28.0,600.0,-13.3,1.5,1.0
16.0,18.0,10.0,19.0,500.0,-12.5,4.5,1.0
15.0,15.0,8.0,12.0,400.0,-13.9,1.7,1.0
12.0,12.0,7.0,10.0,300.0,-13.6,1.7,1.0
9.0,9.0,5.0,10.0,300.0,-14.8,0.9,0.0
12.0,12.0,5.0,11.0,300.0,-14.7,1.8,1.0
6.0,6.0,6.0,14.0,300.0,-15.5,2.0,0.0
13.0,13.0,7.0,17.0,300.0,-15.5,1.6,1.0
15.0,15.0,8.0,20.0,400.0,-14.7,1.5,1.0
19.0,19.0,9.0,25.0,400.0,-15.1,1.4,1.0
14.0,28.0,12.0,35.0,500.0,-13.8,1.8,1.0
70.0,113.0,37.0,48.0,900.0,-12.5,1.6,3.0
163.0,239.0,70.0,69.0,1500.0,-10.9,2.6,4.0
155.0,218.0,57.0,50.0,1200.0,-12.5,3.9,4.0
123.0,165.0,48.0,48.0,900.0,-12.5,2.7,3.0
132.0,184.0,51.0,41.0,900.0,-11.7,2.1,4.0
281.0,392.0,128.0,41.0,900.0,-10.9,1.6,5.0
228.0,350.0,86.0,41.0,1000.0,-10.5,1.7,5.0
144.0,195.0,51.0,38.0,1000.0,-9.5,0.9,4.0
145.0,187.0,44.0,43.0,1000.0,-10.6,0.4,4.0
180.0,228.0,50.0,46.0,1200.0,-7.7,0.4,4.0
192.0,243.0,56.0,54.0,1400.0,-10.0,1.4,4.0
294.0,379.0,79.0,68.0,2100.0,-10.4,1.7,5.0
294.0,374.0,77.0,66.0,2300.0,-9.9,1.1,5.0
278.0,358.0,72.0,60.0,2300.0,-9.6,1.7,5.0
243.0,317.0,89.0,57.0,2100.0,-10.2,1.6,5.0
226.0,284.0,85.0,52.0,1800.0,-9.8,1.0,5.0
193.0,235.0,78.0,50.0,1600.0,-11.2,3.0,4.0
143.0,158.0,64.0,40.0,1300.0,-10.4,2.9,4.0
118.0,132.0,58.0,31.0,1100.0,-11.2,3.8,3.0
86.0,102.0,45.0,28.0,900.0,-9.6,2.7,3.0
101.0,142.0,44.0,24.0,1000.0,-0.8,2.8,3.0
115.0,166.0,28.0,31.0,1100.0,0.1,1.8,3.0
110.0,119.0,16.0,36.0,1100.0,-0.1,3.4,3.0
114.0,116.0,16.0,33.0,1100.0,0.2,1.4,3.0
121.0,125.0,16.0,34.0,1100.0,-0.1,2.4,3.0
125.0,130.0,17.0,36.0,1100.0,-0.3,2.3,3.0
134.0,138.0,18.0,38.0,1100.0,-0.3,2.3,4.0
121.0,121.0,21.0,27.0,1000.0,-0.1,1.0,3.0
122.0,122.0,22.0,29.0,1000.0,-0.3,2.1,3.0
120.0,120.0,23.0,22.0,1000.0,0.1,1.5,3.0
115.0,115.0,22.0,21.0,1000.0,0.1,0.8,3.0
108.0,108.0,23.0,26.0,1000.0,0.4,0.8,3.0
101.0,101.0,16.0,31.0,1000.0,-0.2,1.9,3.0
96.0,96.0,8.0,29.0,1000.0,0.1,0.8,3.0
76.0,76.0,8.0,32.0,900.0,0.3,0.6,3.0
80.0,80.0,7.0,38.0,1000.0,-0.1,0.6,3.0
83.0,83.0,9.0,46.0,1200.0,-0.5,0.8,3.0
90.0,90.0,14.0,48.0,1400.0,-0.3,1.0,3.0
88.0,88.0,14.0,47.0,1300.0,-0.5,1.6,3.0
96.0,96.0,18.0,49.0,1500.0,-0.3,1.4,3.0
97.0,97.0,15.0,51.0,1500.0,0.4,1.1,3.0
102.0,102.0,13.0,53.0,1500.0,-0.6,0.9,3.0
110.0,110.0,12.0,53.0,1600.0,-0.6,0.8,3.0
120.0,120.0,13.0,50.0,1700.0,-0.6,0.9,3.0
125.0,125.0,13.0,51.0,1700.0,-0.6,0.7,3.0
133.0,133.0,13.0,54.0,1800.0,0.4,1.3,4.0
146.0,146.0,12.0,54.0,1900.0,0.4,1.5,4.0
154.0,154.0,11.0,55.0,1900.0,-0.3,1.0,4.0
158.0,158.0,11.0,55.0,2000.0,-0.9,1.1,4.0
177.0,177.0,11.0,56.0,2100.0,0.1,0.8,4.0
168.0,168.0,7.0,53.0,2400.0,-0.8,0.7,4.0
172.0,172.0,6.0,54.0,2200.0,0.4,1.3,4.0
156.0,156.0,10.0,54.0,1700.0,-0.6,0.2,4.0
150.0,150.0,11.0,55.0,1600.0,0.3,1.0,4.0
162.0,162.0,11.0,56.0,2500.0,0.3,0.7,4.0
158.0,158.0,13.0,49.0,2100.0,0.3,0.6,4.0
164.0,164.0,15.0,52.0,2300.0,-1.4,1.7,4.0
158.0,158.0,16.0,55.0,2500.0,0.3,0.7,4.0
167.0,167.0,22.0,38.0,1800.0,-0.2,1.0,4.0
159.0,159.0,22.0,41.0,1800.0,-0.8,1.3,4.0
147.0,147.0,21.0,41.0,1800.0,-0.8,0.8,4.0
172.0,172.0,21.0,40.0,2000.0,-0.5,1.1,4.0
181.0,181.0,19.0,40.0,2000.0,-0.8,1.8,4.0
212.0,212.0,18.0,38.0,2300.0,-0.9,1.7,4.0
230.0,230.0,17.0,39.0,2300.0,0.1,2.1,5.0
239.0,239.0,18.0,42.0,2300.0,-0.1,1.5,5.0
263.0,263.0,18.0,41.0,2400.0,-0.2,2.2,5.0
288.0,288.0,20.0,41.0,2500.0,-1.8,3.2,5.0
111.0,111.0,11.0,16.0,900.0,-10.6,3.6,3.0
